train_00008.jpg	F \left( 0 , \sqrt { a ^ { 2 } + b ^ { 2 } } \right) \left( 0 , - \sqrt { a ^ { 2 } + b ^ { 2 } \right) 	F \left( 0 , \sqrt { a ^ { 2 } + b ^ { 2 } } \right) , \left( 0 , - \sqrt { a ^ { 2 } + b ^ { 2 } } \right)	0	0
train_00014.jpg	M P _ { 2 } = \lim _ { \Delta l \to 0 } \frac { g \left( l l \Delta l g g g \left( \right) \right) } l l } = \frac { { d d d } } } } 	M P _ { e } = \lim _ { \Delta l \to 0 } \frac { g \left( l + \Delta l \right) - g \left( l \right) } { \Delta l } = \frac { d g } { d l }	0	0
train_00015.jpg	F _ { y } = m _ { { } 	\sum F _ { \theta } = m a _ { \theta }	0	0
train_00016.jpg	= \frac { \left( n + 2 \right) \left( n + 1 \right) } { 2 } = 7 8 = 2 \times 9 9 = 2 \times 3 3 	= \frac { \left( n + 2 \right) \left( n + 1 \right) } { 2 } = 7 8 = 2 \times 3 9 = 2 \times 3 \times 1 3	0	0
train_00027.jpg	= x \left( x - 1 \right) \cdot \left( x - y \right) 	= x \left( x - 1 \right) \cdot \left( x - 2 \right) !	0	0
train_00028.jpg	3 6 . 4 8 \div 4 . 5 6 	3 6 . 4 8 \div 4 , 5 6	0	0
train_00029.jpg	a _ { a } = \sqrt { { { { } } } { { { { } } } } } { { { { { { { { { { { . . . . . . . . 2 . 2 2 2 2 2 ^ 	a = \sqrt { a _ { r } ^ { 2 } + a _ { \theta } ^ { 2 } } = \sqrt { \left( 0 . 3 3 6 \right) ^ { 2 } + \left( 0 . 0 7 \right) ^ { 2 } } = 0 . 3 4 m / s	0	0
train_00030.jpg	P \left( A \cap B \right) - \frac { 1 } { 2 } = \frac { 1 } { 2 } = \frac { 1 } { 4 + A A a ^ { m } 	P \left( A \right) \cdot P \left( B \right) = \frac { 1 } { 2 } \times \frac { 1 } { 2 } = \frac { 1 } { 4 } \neq \left( A \cap B \right)	0	0
train_00031.jpg	x = \frac { - b ^ { \prime } \pm \sqrt { ^ { \prime } c } } } a } 	x = \frac { - b ^ \prime \pm \sqrt { b ^ \prime - a c } } { a }	0	0
train_00035.jpg	\angle A C D = 9 0 ^ { \circ } , \angle A D B = 1 5 5 ^ { \circ } 	\angle A C D = 9 0 ^ { \circ } , \angle A D B = 1 3 5 ^ { \circ }	0	0
train_00041.jpg	\frac { 1 } { 1 + 2 i } = \frac { 1 - 2 i } { \left( 1 + i \right) \left( 1 - 2 i \right) \right) = \frac { 1 - 2 i } { } } { { { { { { { { { } } { } } } } } } } } 	\frac { 1 } { 1 + 2 i } = \frac { 1 - 2 i } { \left( 1 + 2 i \right) \left( 1 - 2 i \right) } = \frac { 1 - 2 i } { 5 } = \frac { 1 } { 5 } - \frac { 2 } { 5 } i	0	0
train_00042.jpg	\left. x \right) > 0 	x \left. \right) > 0	1	0
